Id,fixed acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,cluster
426,6.4,2.1,19.0,48.0,0.9949,3.49,0.49,11.4,6,Grande Século
427,9.5,1.9,6.0,32.0,0.9988,3.26,0.56,10.6,6,Momento
428,9.1,1.3,9.0,30.0,0.9978,3.24,0.6,9.3,5,Raiz
429,12.8,2.4,13.0,35.0,0.9997,3.1,0.6,10.4,6,Momento
430,10.5,2.1,6.0,24.0,0.9978,3.15,0.9,11.0,7,Momento
431,7.8,2.2,21.0,66.0,0.9974,3.25,0.56,9.2,5,Raiz
433,12.3,2.3,6.0,18.0,1.0004,3.16,0.49,9.5,5,Momento
434,10.4,3.2,22.0,54.0,0.9996,3.15,0.89,9.9,6,Momento
435,12.3,2.3,6.0,18.0,1.0004,3.16,0.49,9.5,5,Momento
436,8.0,2.0,38.0,62.0,0.9958,3.26,0.56,10.2,6,Raiz
437,11.1,3.2,6.0,22.0,0.9986,3.17,0.66,11.2,6,Momento
439,7.0,1.5,7.0,50.0,0.9951,3.08,0.6,9.3,5,Raiz
440,12.6,2.2,6.0,29.0,0.9987,2.88,0.82,9.8,8,Momento
442,15.6,3.7,6.0,43.0,1.0032,2.95,0.68,11.2,7,Momento
444,5.3,1.7,5.0,27.0,0.9934,3.57,0.84,12.5,7,Grande Século
446,12.5,2.6,31.0,72.0,0.9996,3.1,0.73,10.5,5,Momento
447,9.3,2.1,6.0,16.0,0.9968,3.22,0.72,11.2,5,Raiz
448,8.6,2.0,7.0,27.0,0.9967,3.2,0.56,10.2,6,Raiz
449,11.9,2.8,17.0,35.0,0.9994,3.1,0.61,10.8,6,Momento
450,11.9,2.8,17.0,35.0,0.9994,3.1,0.61,10.8,6,Momento
452,6.8,1.7,18.0,35.0,0.9968,3.44,0.63,10.0,6,Raiz
453,10.4,2.8,5.0,22.0,0.9998,3.26,0.74,11.2,7,Momento
454,7.0,1.6,21.0,67.0,0.9952,3.5,0.63,11.1,5,Grande Século
455,11.3,5.2,6.0,19.0,0.9988,3.22,0.69,13.4,8,Momento
456,8.9,2.3,5.0,22.0,0.9986,3.37,0.58,10.3,5,Raiz
457,9.2,2.7,29.0,65.0,0.9988,3.28,0.58,9.6,5,Momento
459,11.6,2.2,10.0,47.0,1.0008,3.25,0.57,9.0,3,Momento
460,9.2,2.3,14.0,23.0,0.9976,3.35,0.61,11.3,6,Raiz
461,8.3,2.6,6.0,19.0,0.9982,3.26,0.61,9.3,5,Raiz
464,11.5,2.1,5.0,15.0,0.9987,2.98,0.7,9.2,6,Momento
466,10.3,2.0,21.0,51.0,0.9982,3.16,0.72,11.5,6,Momento
467,8.8,2.6,7.0,18.0,0.9947,3.32,0.79,14.0,6,Grande Século
468,11.4,2.1,6.0,21.0,1.0,3.17,0.62,9.2,6,Momento
469,8.7,1.2,36.0,48.0,0.9952,3.2,0.58,9.8,5,Raiz
470,13.0,2.6,15.0,47.0,0.9996,3.05,0.61,10.6,5,Momento
471,9.6,2.4,25.0,52.0,0.997,3.2,0.71,11.4,6,Momento
472,12.5,2.6,25.0,68.0,0.9995,3.15,0.82,10.4,6,Momento
475,9.6,2.2,5.0,28.0,0.9988,3.14,0.6,10.2,5,Momento
476,9.3,2.0,6.0,16.0,0.998,3.28,0.7,9.7,5,Raiz
477,10.4,1.8,6.0,20.0,0.9977,3.18,1.06,11.0,6,Momento
479,9.4,2.7,6.0,31.0,0.9984,3.19,0.7,10.1,6,Momento
480,10.6,15.5,6.0,23.0,1.0026,3.12,0.66,9.2,5,Momento
481,9.4,2.8,6.0,17.0,0.9964,3.15,0.92,11.7,8,Grande Século
483,10.6,2.2,7.0,18.0,0.9986,3.04,1.06,9.4,5,Momento
485,10.2,1.9,6.0,17.0,0.9976,3.17,0.47,10.0,5,Momento
487,10.2,1.8,5.0,14.0,0.9982,3.17,0.42,10.0,6,Momento
489,9.3,2.6,10.0,26.0,0.9984,3.34,0.75,10.2,6,Momento
491,9.2,2.5,12.0,25.0,0.9952,3.34,0.79,13.3,7,Grande Século
492,8.9,2.6,13.0,27.0,0.995,3.32,0.9,13.4,7,Grande Século
493,8.7,3.0,23.0,81.0,1.0002,3.48,0.74,11.6,6,Momento
494,6.5,8.3,28.0,91.0,0.9952,3.44,0.55,12.1,6,Grande Século
495,10.7,2.6,5.0,16.0,0.9972,3.15,0.65,11.0,8,Momento
496,7.8,1.9,14.0,38.0,0.9984,3.43,0.65,9.0,6,Raiz
497,7.2,2.5,43.0,113.0,0.9966,3.32,0.79,11.1,5,Grande Século
498,10.7,2.6,5.0,16.0,0.9972,3.15,0.65,11.0,8,Momento
499,8.7,3.0,23.0,81.0,1.0002,3.48,0.74,11.6,6,Momento
500,7.8,1.9,14.0,38.0,0.9984,3.43,0.65,9.0,6,Raiz
501,10.4,6.55,38.0,76.0,0.999,3.17,0.85,12.0,7,Momento
502,10.4,6.55,38.0,76.0,0.999,3.17,0.85,12.0,7,Momento
504,10.5,1.8,6.0,22.0,0.9976,3.21,1.05,10.8,7,Momento
505,10.2,2.9,10.0,26.0,0.9968,3.16,0.78,12.5,7,Grande Século
506,10.4,1.8,6.0,21.0,0.9976,3.25,1.02,10.8,7,Momento
507,11.2,2.3,6.0,13.0,1.0,3.17,0.71,9.5,6,Momento
509,13.3,2.8,23.0,43.0,0.9986,3.04,0.68,11.4,7,Momento
511,10.0,2.2,26.0,62.0,0.9994,3.18,0.63,10.2,6,Momento
512,10.7,2.1,15.0,49.0,0.998,3.03,0.81,9.7,6,Momento
513,10.5,2.4,6.0,15.0,0.9973,3.09,0.66,11.8,7,Momento
514,10.5,2.4,6.0,15.0,0.9973,3.09,0.66,11.8,7,Momento
515,8.5,6.1,34.0,151.0,1.001,3.31,1.14,9.3,5,Momento
516,12.5,4.3,5.0,14.0,1.001,3.25,0.74,11.9,6,Momento
517,10.4,2.1,5.0,16.0,0.9994,3.16,0.63,8.4,3,Momento
520,9.8,2.7,15.0,33.0,0.9982,3.42,0.9,10.0,6,Momento
523,9.3,2.5,38.0,142.0,0.9978,3.22,0.55,9.4,5,Raiz
524,9.2,2.4,23.0,116.0,0.9976,3.23,0.64,9.5,5,Raiz
527,7.0,2.5,33.0,85.0,0.9962,3.39,0.77,11.4,6,Grande Século
529,9.9,2.4,6.0,33.0,0.9974,3.09,0.57,9.4,5,Raiz
530,9.1,2.1,1.0,28.0,0.999,3.41,0.87,10.3,6,Momento
531,11.9,2.7,12.0,42.0,1.0004,3.16,0.61,10.3,5,Momento
532,11.9,2.7,12.0,42.0,1.0004,3.16,0.61,10.3,5,Momento
533,10.3,2.1,15.0,33.0,0.9956,3.22,0.66,12.8,6,Grande Século
534,10.0,2.7,13.0,32.0,1.0,3.28,0.56,10.0,6,Momento
535,9.1,2.1,1.0,28.0,0.999,3.41,0.87,10.3,6,Momento
536,9.9,2.4,6.0,33.0,0.9974,3.09,0.57,9.4,5,Raiz
537,8.1,2.1,5.0,13.0,0.9972,3.37,0.77,10.7,6,Raiz
538,12.9,5.8,5.0,35.0,1.0014,3.2,0.66,12.0,7,Momento
539,11.2,5.15,5.0,17.0,0.9996,3.22,0.62,11.2,5,Momento
540,9.2,3.3,20.0,47.0,0.9988,3.26,0.67,9.6,5,Momento
541,9.5,6.3,5.0,17.0,0.9988,3.21,0.73,11.0,6,Momento
542,9.3,2.1,5.0,20.0,0.9966,3.12,0.59,9.9,5,Raiz
543,11.2,2.5,16.0,53.0,0.9993,3.06,0.72,11.0,6,Momento
544,14.3,1.8,6.0,15.0,1.0008,2.86,0.79,8.4,6,Momento
545,9.1,2.6,38.0,106.0,0.9982,3.08,0.59,9.1,5,Raiz
546,7.5,2.0,10.0,28.0,0.9983,3.45,0.78,9.5,6,Raiz
547,10.6,2.5,6.0,21.0,0.9987,3.26,0.86,10.7,6,Momento
548,12.4,2.6,27.0,69.0,0.9994,3.12,0.75,10.4,6,Momento
550,6.8,2.1,9.0,25.0,0.9958,3.33,0.56,9.5,6,Raiz
551,9.4,2.8,14.0,45.0,0.998,3.19,0.73,10.0,6,Momento
552,9.5,2.7,14.0,44.0,0.998,3.12,0.74,10.0,6,Momento
553,5.0,1.6,32.0,96.0,0.9934,3.74,0.62,11.5,5,Grande Século
554,15.5,4.2,10.0,23.0,1.00315,2.92,0.74,11.1,5,Momento
556,10.9,4.6,10.0,17.0,1.0002,3.07,0.56,11.7,6,Momento
557,15.6,4.2,10.0,23.0,1.00315,2.92,0.74,11.1,5,Momento
559,13.0,4.3,6.0,47.0,1.0021,3.3,0.68,12.7,6,Momento
560,12.7,2.8,5.0,19.0,0.9994,3.14,0.57,11.4,5,Momento
562,9.0,2.9,41.0,110.0,0.9982,3.08,0.61,9.2,5,Raiz
563,7.6,2.7,25.0,60.0,0.9971,3.31,0.61,10.1,6,Raiz
564,13.0,4.3,6.0,47.0,1.0021,3.3,0.68,12.7,6,Momento
565,12.7,2.8,5.0,19.0,0.9994,3.14,0.57,11.4,5,Momento
567,8.7,2.5,5.0,15.0,0.9991,3.32,0.6,9.0,6,Raiz
568,9.8,2.6,5.0,20.0,0.999,3.31,0.79,10.7,6,Momento
569,6.2,2.2,19.0,42.0,0.9946,3.57,0.57,11.7,6,Grande Século
570,11.5,3.3,10.0,37.0,1.0003,3.32,0.91,11.0,6,Momento
572,10.2,2.4,10.0,28.0,0.9978,3.14,0.61,10.4,5,Momento
576,9.9,2.3,6.0,14.0,0.9978,3.34,0.52,10.0,4,Momento
577,8.8,2.8,18.0,111.0,0.9982,3.3,0.6,9.5,5,Raiz
578,8.8,2.9,17.0,110.0,0.9982,3.29,0.6,9.8,5,Raiz
579,10.6,2.2,18.0,40.0,0.9976,3.14,0.51,9.8,6,Momento
580,12.3,2.2,5.0,14.0,1.0002,3.19,0.44,9.6,5,Momento
581,12.3,2.2,5.0,14.0,1.0002,3.19,0.44,9.6,5,Momento
583,12.0,1.9,10.0,21.0,0.9976,2.98,0.66,9.9,7,Momento
587,7.3,1.9,18.0,102.0,0.9967,3.26,0.59,9.3,5,Raiz
588,5.0,2.0,19.0,50.0,0.9917,3.72,0.74,14.0,8,Grande Século
590,9.0,2.6,21.0,75.0,0.9987,3.35,0.57,9.7,5,Raiz
591,6.6,1.7,23.0,149.0,0.9922,3.12,0.5,11.5,6,Grande Século
592,9.0,2.6,21.0,75.0,0.9987,3.35,0.57,9.7,5,Raiz
593,9.9,3.5,9.0,43.0,1.0004,3.29,0.58,9.0,5,Momento
595,8.9,7.9,30.0,109.0,0.9998,3.27,0.57,9.3,5,Momento
596,12.4,2.0,6.0,24.0,0.9994,3.04,0.6,9.3,6,Momento
598,8.5,2.1,5.0,30.0,0.9967,3.2,0.48,9.8,6,Raiz
602,7.7,2.6,6.0,14.0,0.9975,3.3,0.52,9.3,5,Raiz
604,8.3,2.9,14.0,63.0,0.9984,3.17,0.62,9.1,6,Raiz
607,8.8,3.3,26.0,52.0,0.9982,3.31,0.53,10.5,6,Momento
608,10.1,5.1,11.0,65.0,1.0026,3.32,0.64,10.4,6,Momento
609,6.3,3.2,15.0,39.0,0.9956,3.56,0.52,12.7,6,Grande Século
610,8.8,2.5,25.0,57.0,0.9983,3.39,0.54,9.2,5,Raiz
611,13.2,2.7,5.0,16.0,1.0006,2.98,0.54,9.4,5,Momento
612,7.5,2.4,18.0,29.0,0.9965,3.32,0.6,10.0,6,Raiz
616,9.6,2.3,28.0,71.0,0.9997,3.5,0.57,9.7,5,Momento
617,11.5,2.2,14.0,28.0,0.9982,3.03,0.93,9.8,6,Momento
619,11.3,2.3,6.0,16.0,0.9988,3.09,0.8,9.3,5,Momento
620,8.3,3.4,16.0,112.0,0.9976,3.27,0.61,9.4,5,Raiz
621,8.2,3.4,14.0,104.0,0.9976,3.28,0.62,9.4,5,Raiz
622,10.0,1.9,9.0,32.0,0.9974,3.13,0.55,9.5,5,Raiz
625,6.8,5.6,21.0,58.0,0.9997,3.46,0.72,10.2,5,Momento
626,8.8,2.2,5.0,15.0,0.9988,3.36,0.49,9.1,5,Raiz
627,8.8,2.2,5.0,15.0,0.9988,3.36,0.49,9.1,5,Raiz
628,8.7,2.5,7.0,31.0,0.9976,3.27,0.6,9.3,6,Raiz
629,7.6,2.3,20.0,84.0,0.9964,3.21,0.61,9.3,5,Raiz
630,8.7,2.5,7.0,31.0,0.9976,3.27,0.6,9.3,6,Raiz
631,10.4,2.7,5.0,19.0,0.9988,3.25,0.63,9.5,5,Momento
632,7.6,3.0,21.0,43.0,0.9964,3.32,0.57,10.5,6,Raiz
633,10.1,3.4,11.0,86.0,1.001,3.43,0.64,11.3,4,Momento
634,7.9,1.9,46.0,102.0,0.9964,3.27,0.58,9.5,5,Raiz
635,8.7,1.4,24.0,33.0,0.9954,3.27,0.55,9.7,5,Raiz
636,9.6,2.4,30.0,147.0,0.9979,3.24,0.53,9.4,5,Raiz
637,9.5,2.3,31.0,145.0,0.9978,3.24,0.53,9.4,5,Raiz
639,8.9,1.9,25.0,57.0,0.997,3.18,1.36,10.3,6,Raiz
640,9.9,2.3,16.0,40.0,0.9991,3.39,0.62,9.4,5,Momento
642,9.9,2.3,16.0,40.0,0.9991,3.39,0.62,9.4,5,Momento
644,9.9,2.3,16.0,40.0,0.9991,3.39,0.62,9.4,5,Momento
647,8.3,2.2,5.0,14.0,0.9967,3.32,0.58,11.0,4,Raiz
648,8.7,2.8,10.0,28.0,0.9964,3.33,0.67,11.2,7,Grande Século
649,6.7,8.6,24.0,148.0,0.9948,3.16,0.57,11.3,6,Grande Século
650,10.7,2.2,8.0,32.0,0.9986,2.89,0.5,9.6,5,Momento
652,15.9,7.5,22.0,71.0,0.9976,2.98,0.84,14.9,5,Momento
653,9.4,2.8,9.0,30.0,0.9976,3.12,0.54,12.0,6,Momento
654,8.6,2.4,7.0,29.0,0.9979,3.08,0.46,9.5,5,Raiz
655,9.7,2.9,20.0,53.0,1.0004,3.14,0.61,9.4,5,Momento
656,10.7,2.2,8.0,32.0,0.9986,2.89,0.5,9.6,5,Momento
657,12.0,1.4,23.0,42.0,0.998,2.92,0.68,10.5,7,Momento
658,7.2,1.4,5.0,20.0,0.9973,3.32,0.81,9.6,6,Raiz
660,7.2,1.4,5.0,20.0,0.9973,3.32,0.81,9.6,6,Raiz
661,7.5,1.6,15.0,42.0,0.9978,3.31,0.64,9.0,5,Raiz
662,7.2,1.6,9.0,27.0,0.9972,3.36,0.7,9.6,6,Raiz
665,9.4,2.0,25.0,48.0,0.9981,3.14,0.56,9.7,5,Raiz
666,8.3,1.8,6.0,16.0,0.998,3.18,0.6,9.5,6,Raiz
667,11.3,2.0,6.0,15.0,0.9988,2.94,0.66,9.2,6,Momento
669,11.3,2.0,6.0,15.0,0.9988,2.94,0.66,9.2,6,Momento
671,8.2,1.7,5.0,13.0,0.9968,3.2,0.52,9.5,5,Raiz
673,8.2,1.7,5.0,13.0,0.9968,3.2,0.52,9.5,5,Raiz
676,10.8,2.2,7.0,17.0,0.9984,3.08,0.67,9.3,6,Momento
677,8.6,2.3,12.0,31.0,0.9979,3.4,0.48,9.9,5,Raiz
678,8.3,2.6,45.0,87.0,0.9983,3.48,0.53,10.0,5,Raiz
679,10.8,3.3,20.0,49.0,0.9972,3.13,0.54,9.6,5,Momento
681,8.0,2.2,16.0,29.0,0.9962,3.21,0.49,10.2,6,Raiz
682,8.5,2.25,32.0,58.0,0.998,3.33,0.54,9.8,5,Raiz
683,8.1,2.6,5.0,15.0,0.997,3.37,0.56,11.3,5,Grande Século
684,9.8,2.3,35.0,152.0,0.998,3.25,0.48,9.4,5,Raiz
685,8.1,2.6,5.0,15.0,0.997,3.37,0.56,11.3,5,Grande Século
688,7.7,1.6,4.0,9.0,0.9962,3.4,0.47,9.4,5,Raiz
689,8.1,1.8,5.0,17.0,0.9976,3.3,1.05,9.4,5,Raiz
691,9.2,2.6,12.0,93.0,0.9998,3.48,0.54,9.8,5,Momento
692,8.6,2.0,16.0,62.0,0.9979,3.03,1.17,9.0,5,Raiz
693,9.0,2.8,21.0,122.0,0.9984,3.32,0.62,9.4,5,Raiz
694,9.0,2.7,24.0,125.0,0.9984,3.31,0.61,9.4,5,Raiz
695,5.1,1.3,18.0,44.0,0.9921,3.9,0.62,12.8,6,Grande Século
697,7.0,2.1,8.0,25.0,0.9972,3.47,0.67,9.5,6,Raiz
698,9.4,3.2,18.0,72.0,1.0001,3.31,0.53,9.7,5,Momento
699,11.8,2.1,5.0,19.0,0.9986,3.11,0.62,10.8,6,Momento
700,10.6,2.9,26.0,88.0,0.9984,3.08,0.57,10.1,6,Momento
701,7.0,2.1,8.0,25.0,0.9972,3.47,0.67,9.5,6,Raiz
702,7.0,2.1,9.0,23.0,0.997,3.47,0.67,9.4,6,Raiz
703,7.5,2.6,22.0,84.0,0.9972,3.32,0.7,9.6,4,Raiz
704,9.1,1.6,4.0,14.0,0.998,3.29,0.54,9.7,4,Raiz
705,8.4,6.0,11.0,54.0,0.999,3.37,0.49,9.9,5,Momento
706,7.0,2.0,10.0,19.0,0.9956,3.4,0.47,10.0,5,Raiz
707,7.4,3.0,16.0,37.0,0.9966,3.37,0.51,10.5,5,Raiz
708,7.8,2.5,11.0,35.0,0.996,3.34,0.61,11.6,6,Grande Século
710,10.6,2.8,21.0,84.0,0.9985,3.06,0.57,10.1,5,Momento
711,8.9,3.0,16.0,112.0,0.9998,3.38,0.61,9.5,5,Momento
714,9.9,2.6,21.0,77.0,0.998,3.28,0.51,9.8,5,Momento
717,7.6,2.6,12.0,49.0,0.9968,3.21,0.57,10.0,5,Raiz
718,8.4,2.0,10.0,22.0,0.9976,3.22,0.44,9.6,5,Raiz
719,7.1,3.9,17.0,45.0,0.9976,3.46,0.54,9.5,5,Raiz
720,8.4,2.0,10.0,22.0,0.9976,3.22,0.44,9.6,5,Raiz
721,8.9,2.85,35.0,106.0,0.9982,3.1,0.53,9.2,5,Raiz
723,7.1,2.2,36.0,127.0,0.9965,2.94,1.62,9.5,5,Raiz
725,9.0,3.0,5.0,13.0,0.9976,3.29,0.55,10.4,5,Raiz
726,8.1,2.8,18.0,49.0,0.9994,3.43,0.72,11.1,6,Momento
727,6.4,1.8,4.0,11.0,0.997,3.46,0.68,9.5,5,Raiz
728,6.4,1.8,4.0,11.0,0.997,3.46,0.68,9.5,5,Raiz
729,6.4,3.2,27.0,58.0,0.995,3.61,0.49,12.7,6,Grande Século
730,9.5,2.3,12.0,37.0,0.9982,3.17,0.67,9.6,5,Raiz
731,8.9,3.45,4.0,14.0,0.9994,3.44,0.52,11.5,5,Momento
732,7.3,2.1,10.0,19.0,0.9966,3.39,0.47,9.6,5,Raiz
733,7.0,2.7,16.0,72.0,0.998,3.55,0.6,9.5,5,Raiz
734,7.7,2.0,9.0,39.0,0.9987,3.48,0.62,9.3,5,Raiz
736,7.7,2.1,11.0,22.0,0.9963,3.26,0.5,9.5,5,Raiz
737,8.2,2.5,19.0,58.0,1.0002,3.5,0.65,9.3,6,Raiz
739,9.0,2.4,19.0,38.0,0.999,3.35,0.6,9.3,5,Raiz
740,8.3,4.2,12.0,16.0,0.9965,3.45,0.68,11.5,6,Grande Século
741,9.2,2.6,28.0,139.0,0.99788,3.21,0.57,9.5,5,Raiz
744,11.1,2.7,21.0,101.0,1.0001,3.13,0.51,9.5,5,Momento
745,7.3,2.1,12.0,28.0,0.99768,3.52,0.73,9.5,6,Raiz
746,8.2,2.5,12.0,57.0,0.9978,3.3,0.47,9.0,6,Raiz
748,7.2,2.1,12.0,31.0,0.99761,3.52,0.72,9.6,6,Raiz
749,7.3,2.1,12.0,28.0,0.99768,3.52,0.73,9.5,6,Raiz
750,8.3,2.9,17.0,40.0,0.99803,3.29,0.55,9.5,5,Raiz
752,7.6,2.5,24.0,66.0,0.99785,3.39,0.61,9.4,5,Raiz
753,8.3,2.9,17.0,40.0,0.99803,3.29,0.55,9.5,5,Raiz
754,7.8,1.7,14.0,32.0,0.99656,3.09,1.06,9.1,6,Raiz
755,7.8,1.9,22.0,47.0,0.99525,3.51,0.43,10.7,6,Grande Século
756,6.3,2.0,15.0,33.0,0.99488,3.6,0.46,11.2,6,Grande Século
757,8.1,2.2,10.0,31.0,0.99656,3.25,0.5,9.8,5,Raiz
758,8.1,2.2,10.0,31.0,0.99656,3.25,0.5,9.8,5,Raiz
759,8.8,2.5,33.0,88.0,0.99823,3.19,0.52,9.2,5,Raiz
760,9.0,2.8,9.0,104.0,0.99779,3.23,0.57,9.7,5,Raiz
761,9.3,2.0,5.0,35.0,0.99738,3.25,0.42,9.6,5,Raiz
762,8.8,1.7,8.0,19.0,0.99701,3.31,0.53,10.0,6,Raiz
764,9.1,2.8,11.0,44.0,0.99888,3.31,0.55,9.5,6,Momento
765,9.2,3.0,12.0,48.0,0.99888,3.31,0.54,9.5,6,Momento
766,8.8,2.9,12.0,74.0,0.99738,3.14,0.54,9.4,5,Raiz
768,7.1,2.3,24.0,94.0,0.99744,3.55,0.53,9.7,6,Raiz
769,7.9,1.9,7.0,32.0,0.99668,3.39,0.54,9.6,5,Raiz
770,7.1,2.3,24.0,94.0,0.99744,3.55,0.53,9.7,6,Raiz
771,9.4,2.4,23.0,143.0,0.9978,3.28,0.55,9.4,5,Raiz
772,9.5,2.3,23.0,144.0,0.99782,3.27,0.55,9.4,5,Raiz
773,7.9,1.8,1.0,44.0,0.9973,3.3,0.92,9.5,6,Raiz
775,7.2,3.0,7.0,16.0,0.99586,3.43,0.46,10.0,5,Raiz
777,6.9,2.4,6.0,18.0,0.9961,3.4,0.59,10.3,6,Raiz
778,8.3,3.4,7.0,34.0,0.99788,3.36,0.61,10.5,5,Raiz
779,7.1,2.6,21.0,92.0,0.99745,3.5,0.6,9.8,5,Raiz
780,7.0,2.0,12.0,45.0,0.99676,3.31,0.6,9.4,6,Raiz
781,6.5,2.4,9.0,37.0,0.99732,3.66,0.65,9.8,5,Raiz
784,7.1,2.5,20.0,85.0,0.99746,3.55,0.59,9.8,5,Raiz
785,9.9,2.3,11.0,61.0,0.9982,3.21,0.5,9.5,5,Momento
787,10.0,2.2,19.0,58.0,0.9991,3.18,0.56,10.1,6,Momento
788,10.0,2.2,19.0,58.0,0.9991,3.18,0.56,10.1,6,Momento
789,8.6,2.9,21.0,119.0,0.998,3.09,0.52,9.3,5,Raiz
790,7.4,2.6,18.0,82.0,0.99708,3.33,0.68,9.7,6,Raiz
791,8.8,2.9,25.0,130.0,0.99818,3.23,0.54,9.6,5,Raiz
792,7.1,2.5,17.0,87.0,0.99745,3.48,0.6,9.7,6,Raiz
793,7.7,2.6,7.0,13.0,0.99639,3.38,0.56,10.8,5,Raiz
794,10.1,2.3,7.0,26.0,0.99531,3.17,0.53,12.5,6,Grande Século
795,10.8,2.6,7.0,60.0,0.99786,2.99,1.18,10.2,5,Momento
796,8.7,2.5,24.0,64.0,0.99746,3.1,0.74,9.6,5,Raiz
797,9.3,1.6,21.0,42.0,0.99526,3.24,0.81,10.8,7,Raiz
799,9.4,3.6,5.0,14.0,0.9987,3.29,0.52,10.7,6,Momento
801,8.6,3.3,8.0,17.0,0.99735,3.23,0.44,10.0,5,Raiz
802,5.1,1.7,14.0,86.0,0.99264,3.56,0.94,12.9,7,Grande Século
803,7.7,2.5,14.0,46.0,0.9971,3.24,0.66,9.6,6,Raiz
804,8.4,2.7,4.0,18.0,0.99682,3.26,0.57,9.9,6,Raiz
806,8.4,2.0,4.0,10.0,0.99386,3.27,0.71,12.5,7,Grande Século
808,7.4,1.9,4.0,12.0,0.99702,3.26,0.86,9.2,5,Raiz
809,7.6,2.8,4.0,15.0,0.99693,3.22,0.55,10.3,6,Raiz
810,7.3,2.6,4.0,14.0,0.99562,3.3,0.47,10.5,5,Raiz
811,12.9,2.8,7.0,24.0,1.00012,3.09,0.68,10.9,6,Momento
813,6.9,2.1,4.0,7.0,0.99462,3.44,0.58,11.4,4,Grande Século
814,12.6,2.8,19.0,41.0,0.99939,3.21,0.76,11.3,6,Momento
819,9.1,3.2,9.0,59.0,0.99976,3.28,0.54,9.6,5,Momento
820,7.0,1.9,9.0,22.0,0.99606,3.34,0.6,9.7,5,Raiz
821,4.9,2.1,16.0,42.0,0.99154,3.71,0.74,14.0,7,Grande Século
823,6.7,2.0,15.0,36.0,0.9973,3.61,0.64,9.8,5,Raiz
824,7.1,2.8,6.0,16.0,0.99682,3.24,0.53,10.3,5,Raiz
